"INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ADM_RATE_ALL","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","MD_EARN_WNE_P10"
"Federico Beauty Institute","Sacramento","CA",38.64883,-121.497761,NA,NA,NA,NA,30214
"Fielding Graduate University","Santa Barbara","CA",34.42941,-119.717161,NA,NA,NA,NA,NA
"Five Branches University","Santa Cruz","CA",36.964348,-121.998245,NA,NA,NA,NA,NA
"Redondo Beach Beauty College","Torrance","CA",33.809096,-118.35009,NA,NA,NA,NA,NA
"Foothill College","Los Altos Hills","CA",37.361655,-122.127964,NA,15403,1565,11510,53611
"Franciscan School of Theology","San Diego","CA",32.770816,-117.192073,NA,NA,NA,NA,NA
"Fredrick and Charles Beauty College","Eureka","CA",40.798885,-124.164986,NA,NA,NA,NA,16694
"Fresno City College","Fresno","CA",36.768164,-119.796096,NA,11972,1330,8890,34824
"Fresno Pacific University","Fresno","CA",36.726831,-119.735199,0.75,41576,34188,34188,55044
"Fuller Theological Seminary","Pasadena","CA",34.14778,-118.140261,NA,NA,NA,NA,NA
"Fullerton College","Fullerton","CA",33.875514,-117.918255,NA,15591,1150,9538,42084
"Gavilan College","Gilroy","CA",36.972627,-121.569842,NA,13368,1166,7238,37448
"Gemological Institute of America-Carlsbad","Carlsbad","CA",33.131313,-117.318765,NA,NA,NA,NA,50371
"Glendale Community College","Glendale","CA",34.16745,-118.227666,NA,14536,1171,8371,38915
"Glendale Career College","Glendale","CA",34.149771,-118.254719,NA,NA,NA,NA,40028
"Golden Gate University","San Francisco","CA",37.789374,-122.398969,NA,NA,NA,NA,86864
"Golden West College","Huntington Beach","CA",33.732531,-118.002568,NA,11422,1190,9854,41071
"Graduate Theological Union","Berkeley","CA",37.87554,-122.261847,NA,NA,NA,NA,NA
"Grossmont College","El Cajon","CA",32.815246,-117.006277,NA,11522,1332,9844,39952
"Salon Success Academy-Riverside","Riverside","CA",33.943149,-117.391024,NA,NA,NA,NA,25728
"Hartnell College","Salinas","CA",36.675091,-121.666054,NA,11638,1404,8994,42992
"Harvey Mudd College","Claremont","CA",34.106515,-117.709837,0.13355855855855,82236,62817,62817,128215
"Hilltop Beauty School","Daly City","CA",37.705502,-122.461467,NA,NA,NA,NA,27973
"Holy Names University","Oakland","CA",37.802276,-122.187804,1,55459,42115,42115,67068
"Pacifica Graduate Institute","Carpinteria","CA",34.420881,-119.580414,NA,NA,NA,NA,NA
"California State Polytechnic University-Humboldt","Arcata","CA",40.877481,-124.078293,0.98177542621987,24202,7864,19744,46266
"Humphreys University-Stockton and Modesto Campuses","Stockton","CA",38.011489,-121.316918,NA,28850,14760,14760,37815
"Imperial Valley College","Imperial","CA",32.827209,-115.503563,NA,11958,1126,6646,32273
"Institute for Business and Technology","Santa Clara","CA",37.368642,-121.969541,NA,NA,NA,NA,40596
"Interior Designers Institute","Newport Beach","CA",33.641393,-117.865722,NA,35958,20250,20250,43282
"International School of Cosmetology","Los Angeles","CA",34.080053,-118.361176,NA,NA,NA,NA,20363
"Irvine Valley College","Irvine","CA",33.675381,-117.777539,NA,12297,1150,9814,48288
"Bellus Academy-El Cajon","El Cajon","CA",32.794072,-116.94627,NA,NA,NA,NA,25694
"American Jewish University","Los Angeles","CA",34.128153,-118.471706,NA,NA,NA,NA,56666
"Reedley College","Reedley","CA",36.605428,-119.458555,NA,11996,1330,8890,35337
"Life Pacific University","San Dimas","CA",34.098705,-117.829388,0.94482758620689,32241,19140,19140,40331
"University of La Verne","La Verne","CA",34.100855,-117.773262,0.73509397278029,59394,47000,47000,62629
"Laguna College of Art and Design","Laguna Beach","CA",33.561448,-117.772564,0.88365650969529,54255,34600,34600,55170
"Lake Tahoe Community College","South Lake Tahoe","CA",38.926797,-119.972574,NA,16963,1131,9087,33429
"Lancaster Beauty School","Lancaster","CA",34.694914,-118.147547,NA,NA,NA,NA,18466
"Laney College","Oakland","CA",37.797257,-122.26283,NA,20701,1148,8684,35567
"Lassen Community College","Susanville","CA",40.432053,-120.633271,NA,15362,1129,9097,30529
"Latin American Bible Institute","La Puente","CA",34.030992,-117.989601,1,13845,10520,10520,NA
"Life Chiropractic College West","Hayward","CA",37.638099,-122.117619,NA,NA,NA,NA,NA
"Lincoln University","Oakland","CA",37.804788,-122.269745,NA,34141,11420,11420,NA
"Southern California Seminary","El Cajon","CA",32.799614,-116.905461,NA,NA,18240,18240,40392
"La Sierra University","Riverside","CA",33.910704,-117.500054,0.91853035143769,46981,34902,34902,60858
"Loma Linda University","Loma Linda","CA",34.051241,-117.260605,NA,NA,NA,NA,85686
"Long Beach City College","Long Beach","CA",33.833593,-118.135633,NA,11632,1556,11440,36665
"Southern California University of Health Sciences","Whittier","CA",33.922966,-117.983401,NA,NA,13215,13215,63949
"Los Angeles Harbor College","Wilmington","CA",33.785825,-118.283549,NA,19579,1238,9870,39602
"Los Angeles Pierce College","Woodland Hills","CA",34.183949,-118.575071,NA,19492,1238,9870,43074
"Los Angeles Southwest College","Los Angeles","CA",33.929586,-118.304674,NA,14916,1238,9870,29508
"Los Angeles Trade Technical College","Los Angeles","CA",34.031907,-118.269447,NA,18037,1238,9870,32872
"Los Angeles Valley College","Valley Glen","CA",34.175165,-118.421734,NA,17931,1238,9870,40612
"The Master's University and Seminary","Santa Clarita","CA",34.381755,-118.518193,0.7818396226415,43642,32870,32870,53478
"Los Angeles City College","Los Angeles","CA",34.087301,-118.292169,NA,16948,1238,9870,32015
"Los Angeles County College of Nursing and Allied Health","Los Angeles","CA",34.062647,-118.211852,NA,NA,NA,NA,107401
"Los Angeles Mission College","Sylmar","CA",34.314668,-118.4195,NA,18877,1238,9870,38075
"Los Medanos College","Pittsburg","CA",38.006474,-121.860967,NA,12382,1312,9012,42282
"Loyola Marymount University","Los Angeles","CA",33.97085,-118.415744,0.41313666743489,72553,55926,55926,71771
"Lu Ross Academy","Ventura","CA",34.278034,-119.293952,NA,NA,NA,NA,23492
"Lyle's College of Beauty","Bakersfield","CA",35.386539,-119.02387,NA,NA,NA,NA,20457
"Lyle's College of  Beauty","Fresno","CA",36.836265,-119.774167,NA,NA,NA,NA,20457
"Lytles Redwood Empire Beauty College","Santa Rosa","CA",38.508385,-122.75777,NA,NA,NA,NA,25493
"MTI College","Sacramento","CA",38.661377,-121.342568,0.94071146245059,NA,NA,NA,36934
"College of Marin","Kentfield","CA",37.951918,-122.548758,NA,16507,1494,9864,45029
"Mendocino College","Ukiah","CA",39.188989,-123.228809,NA,16539,1423,8893,36305
"Menlo College","Atherton","CA",37.453475,-122.190797,0.61721775394697,63412,49090,49090,64817
"Merced College","Merced","CA",37.3353,-120.476464,NA,12436,1194,7890,34719
"Merritt College","Oakland","CA",37.789088,-122.167335,NA,21122,1167,8703,39070
"MiraCosta College","Oceanside","CA",33.190483,-117.302606,NA,13016,1152,8448,38606
"Mission College","Santa Clara","CA",37.391935,-121.980783,NA,13477,1480,10180,48680
"Modern Beauty Academy","Oxnard","CA",34.195384,-119.181423,NA,NA,NA,NA,23375
"Modesto Junior College","Modesto","CA",37.651056,-121.009792,NA,19523,1276,7308,37417
"Moler Barber College","Oakland","CA",37.827075,-122.265352,NA,NA,NA,NA,NA
"Middlebury Institute of International Studies at Monterey","Monterey","CA",36.599736,-121.897325,0.12693020382952,NA,NA,NA,69022
"Monterey Peninsula College","Monterey","CA",36.590558,-121.884931,NA,16367,1188,8364,36272
"Moorpark College","Moorpark","CA",34.301146,-118.834528,NA,8302,1398,8146,48294
"Mt San Antonio College","Walnut","CA",34.047764,-117.846629,NA,11499,1352,10096,42999
"Mount Saint Mary's University","Los Angeles","CA",34.085315,-118.482879,0.75758835758835,62383,46740,46740,72991
"Mt San Jacinto Community College District","San Jacinto","CA",33.806748,-116.971169,NA,12680,1406,11276,35871
"Musicians Institute","Hollywood","CA",34.101265,-118.337582,0.78448275862068,40574,24795,24795,31511
"Napa Valley College","Napa","CA",38.274081,-122.274381,NA,20412,1156,9388,44897
"National Holistic Institute","Emeryville","CA",37.841898,-122.287672,NA,NA,NA,NA,31158
"National University","San Diego","CA",32.829299,-117.127296,NA,36459,13320,13320,66998
"Naval Postgraduate School","Monterey","CA",36.597159,-121.874248,NA,NA,NA,NA,NA
"Newschool of Architecture and Design","San Diego","CA",32.71331,-117.153305,0.44954128440366,56958,30291,30291,62773
"North Adrian's College of Beauty Inc","Modesto","CA",37.677778,-120.992753,NA,NA,NA,NA,18867
"North-West College-Pomona","Pomona","CA",34.062043,-117.751227,NA,NA,NA,NA,33990
"North-West College-West Covina","West Covina","CA",34.072071,-117.949583,NA,NA,NA,NA,35274
"North-West College-Van Nuys","Van Nuys","CA",34.189497,-118.450184,NA,NA,NA,NA,31984
"San Francisco Bay University","Fremont","CA",37.485056,-121.927899,0.05387067395264,NA,8720,8720,NA
"Notre Dame de Namur University","Belmont","CA",37.517111,-122.284794,NA,NA,NA,NA,70800
"Occidental College","Los Angeles","CA",34.127124,-118.210908,0.393973037272,77878,60566,60566,68355
"Ohlone College","Fremont","CA",37.529931,-121.911795,NA,17992,1202,7178,54374
"Orange Coast College","Costa Mesa","CA",33.66927,-117.909086,NA,11863,1202,8762,45809
"Otis College of Art and Design","Los Angeles","CA",33.956607,-118.416615,0.83293326932309,68808,52460,52460,51787
"Oxnard College","Oxnard","CA",34.166104,-119.157604,NA,8129,1398,8146,35555
"Hope International University","Fullerton","CA",33.87616,-117.88573,0.32222222222222,49503,35700,35700,43659
"Concorde Career College-San Diego","San Diego","CA",32.702814,-117.102845,0.95817490494296,NA,NA,NA,34623
"Palo Alto University","Palo Alto","CA",37.382216,-122.187437,NA,NA,NA,NA,71522
"Pacific Oaks College","Pasadena","CA",34.153382,-118.151323,0.39682539682539,NA,11692,11692,54409
"Pacific School of Religion","Berkeley","CA",37.87669,-122.263155,NA,NA,NA,NA,NA
"Pacific States University","Los Angeles","CA",34.061315,-118.298408,0.33333333333333,NA,7530,7530,NA
"Pacific Union College","Angwin","CA",38.570585,-122.440308,0.48460410557184,45219,33678,33678,67209
"University of the Pacific","Stockton","CA",37.981424,-121.312301,0.9322695637413,64996,53682,53682,80965
"Palo Verde College","Blythe","CA",33.661538,-114.651698,NA,20851,1288,9884,30773
"Palomar College","San Marcos","CA",33.149483,-117.183978,NA,13866,1348,10644,38316
"Pasadena City College","Pasadena","CA",34.144552,-118.118196,NA,9773,1172,9572,40446
"Pepperdine University","Malibu","CA",34.037786,-118.707077,0.48709227280655,80152,63142,63142,78224
"Pitzer College","Claremont","CA",34.104107,-117.706675,0.184,79558,60578,60578,64269
"Platt College-San Diego","San Diego","CA",32.76373,-117.063483,NA,33745,15310,15310,44778
"Point Loma Nazarene University","San Diego","CA",32.718391,-117.250265,0.81930771673547,54207,41100,41100,64114
"Pomona College","Claremont","CA",34.099027,-117.714556,0.07022313894618,77810,59238,59238,74305
"Porterville College","Porterville","CA",36.049256,-119.014368,NA,13336,1409,9539,33233
"Professional Institute of Beauty","El Monte","CA",34.075561,-118.039028,NA,NA,NA,NA,16820
"Santa Ana College","Santa Ana","CA",33.759309,-117.887558,NA,10439,1180,8788,40796
"Pardee RAND Graduate School","Santa Monica","CA",34.00973,-118.490655,NA,NA,NA,NA,NA
"Shasta School of Cosmetology","Redding","CA",40.597114,-122.387248,NA,NA,NA,NA,NA
"University of Redlands","Redlands","CA",34.064218,-117.163218,0.81869834710743,70206,55678,55678,68726
"College of the Redwoods","Eureka","CA",40.698427,-124.195293,NA,12530,1147,8539,32001
"Salon Success Academy-Upland","Upland","CA",34.108247,-117.631783,NA,NA,NA,NA,24521
"Salon Success Academy-Corona","Corona","CA",33.847649,-117.535638,NA,NA,NA,NA,23306
"Rio Hondo College","Whittier","CA",34.019821,-118.033506,NA,11678,1388,9884,41919
"Riverside City College","Riverside","CA",33.970918,-117.384323,NA,11778,1420,10000,38541
"Dongguk University Los Angeles","Los Angeles","CA",34.06597,-118.289523,NA,NA,NA,NA,NA
"Sacramento City College","Sacramento","CA",38.541096,-121.491139,NA,12894,1288,10768,39489
"Saddleback College","Mission Viejo","CA",33.553346,-117.665584,NA,11746,1150,9814,46604
"Samuel Merritt University","Oakland","CA",37.82029,-122.266331,NA,NA,NA,NA,129442
"San Diego City College","San Diego","CA",32.717403,-117.152733,NA,13829,1144,7440,35498
"San Diego Mesa College","San Diego","CA",32.803825,-117.169165,NA,14035,1144,7440,43015
"San Diego Miramar College","San Diego","CA",32.909757,-117.120261,NA,13887,1144,7440,44051
"San Diego State University","San Diego","CA",32.77525,-117.071228,0.39263430420711,23482,8174,20054,61522
"University of San Diego","San Diego","CA",32.770816,-117.192073,0.52609180968327,72092,54554,54554,78234
"San Francisco Conservatory of Music","San Francisco","CA",37.775543,-122.420292,0.41581632653061,73761,52800,52800,30576
"San Francisco State University","San Francisco","CA",37.721224,-122.476799,0.94196846184685,23609,7524,19404,64797
"University of San Francisco","San Francisco","CA",37.776618,-122.450477,0.71176903432454,73981,55532,55532,83794
"San Joaquin College of Law","Clovis","CA",36.82448,-119.697657,NA,NA,NA,NA,NA
"San Joaquin Delta College","Stockton","CA",37.995562,-121.317597,NA,8551,1288,9072,37030
"San Joaquin Valley College-Visalia","Visalia","CA",36.328049,-119.384981,NA,NA,NA,NA,35856
"San Joaquin Valley College-Bakersfield","Bakersfield","CA",35.352848,-119.062071,NA,NA,NA,NA,35856
"William Jessup University","Rocklin","CA",38.819728,-121.292312,0.65915492957746,53732,37150,37150,52890
"San Jose City College","San Jose","CA",37.315827,-121.926185,NA,24496,1366,9486,43784
"San Jose State University","San Jose","CA",37.336569,-121.880621,0.76710193518028,24114,7899,19779,72635
"College of San Mateo","San Mateo","CA",37.535698,-122.334801,NA,11967,1376,9496,50874
"Santa Barbara City College","Santa Barbara","CA",34.406788,-119.698045,NA,18592,1234,9322,42815
"Santa Clara University","Santa Clara","CA",37.348362,-121.93784,0.52114114114114,75576,57534,57534,99012
"Santa Monica College","Santa Monica","CA",34.017022,-118.469765,NA,11194,1150,9094,38591
"Santa Rosa Junior College","Santa Rosa","CA",38.45709,-122.718974,NA,15548,1318,9310,45757
"Saybrook University","Pasadena","CA",34.153103,-118.152155,NA,NA,NA,NA,NA
"Scripps College","Claremont","CA",34.104147,-117.711294,0.27912229751532,79740,60712,60712,70465
"College of the Sequoias","Visalia","CA",36.323877,-119.315182,NA,8155,1394,8338,35288
"Shasta Bible College and Graduate School","Redding","CA",40.566034,-122.314419,1,23673,14460,14460,29950
"Shasta College","Redding","CA",40.625731,-122.317982,NA,13165,1191,8271,36196
"Sierra College","Rocklin","CA",38.790773,-121.211688,NA,10971,1156,8548,39181
"Sierra College of Beauty","Merced","CA",37.306975,-120.495874,NA,NA,NA,NA,23705
"Trinity Law School","Santa Ana","CA",33.766071,-117.852059,0.91256830601092,NA,NA,NA,44008
"Simpson University","Redding","CA",40.61334,-122.332981,NA,52041,37480,37480,47218
"College of the Siskiyous","Weed","CA",41.413005,-122.38909,NA,14259,1444,9844,34365
"Charles A Jones Career and Education Center","Sacramento","CA",38.516233,-121.440796,NA,NA,NA,NA,34963
"Skyline College","San Bruno","CA",37.63042,-122.467335,NA,10564,1362,9508,54585
"San Bernardino Valley College","San Bernardino","CA",34.086353,-117.313248,NA,14283,744,5057,35898
"Saint Mary's College of California","Moraga","CA",37.840731,-122.109031,0.87891440501043,71268,53932,53932,71724
"Solano Community College","Fairfield","CA",38.235881,-122.122368,NA,12458,1172,7628,40894
"Sonoma State University","Rohnert Park","CA",38.340274,-122.677066,0.94003331482509,23866,8060,19940,62725
"South Baylo University","Anaheim","CA",33.848291,-117.958416,NA,NA,NA,NA,15146
"South Coast College","Orange","CA",33.78818,-117.874031,NA,36245,13409,13409,38168
"Vanguard University of Southern California","Costa Mesa","CA",33.662686,-117.900911,0.74838012958963,53254,38700,38700,53394
"Concorde Career College-Garden Grove","Garden Grove","CA",33.774741,-117.938395,0.96288659793814,NA,NA,NA,43057
"Southwestern College","Chula Vista","CA",32.640281,-116.996803,NA,19697,1342,9490,39134
"Starr King School for the Ministry","Oakland","CA",37.803526,-122.270721,NA,NA,NA,NA,NA
"Marshall B Ketchum University","Fullerton","CA",33.889348,-117.886229,NA,NA,NA,NA,NA
"Southern California Institute of Architecture","Los Angeles","CA",34.044215,-118.232799,0.59844054580896,67666,50690,50690,78173
"University of Southern California","Los Angeles","CA",34.021281,-118.284169,0.12023978454142,81298,64726,64726,89884
"Southwestern Law School","Los Angeles","CA",34.061558,-118.288375,NA,NA,NA,NA,NA
"Taft College","Taft","CA",35.149343,-119.459751,NA,13417,1108,7972,35680
"Claremont School of Theology","Claremont","CA",34.107602,-117.715256,NA,NA,NA,NA,NA
"Thomas Aquinas College","Santa Paula","CA",34.429009,-119.087141,0.8473282442748,38428,27000,27000,47874
"Epic Bible College & Graduate School","Sacramento","CA",38.645152,-121.362642,NA,NA,9689,9689,40311
"UEI College-Huntington Park","Huntington Park","CA",33.986057,-118.226206,NA,NA,NA,NA,28233
"Concorde Career College-San Bernardino","San Bernardino","CA",34.066823,-117.283995,1,NA,NA,NA,33916
"Concorde Career College-North Hollywood","North Hollywood","CA",34.186407,-118.403627,0.96902654867256,NA,NA,NA,43694
"Ventura College","Ventura","CA",34.277393,-119.230604,NA,8412,1398,8146,41017
"The Colleges of Law at Ventura","Ventura","CA",34.25747,-119.232988,NA,NA,NA,NA,NA
"Bridges Beauty College","Victorville","CA",34.528602,-117.303933,NA,NA,NA,NA,NA
"Victor Valley College","Victorville","CA",34.472231,-117.261456,NA,19154,1425,10125,33339
"Berkeley City College","Berkeley","CA",37.869769,-122.269877,NA,17404,1148,8684,38104
